Customer ID,Recency,Frequency,MonetaryValue,Cluster
12654.0,70,3,337.75,3
12655.0,296,1,261.35,2
12656.0,76,5,4016.26,0
12661.0,308,1,162.0,2
12662.0,16,15,5146.5,1
12663.0,497,2,239.4,2
12664.0,16,5,3145.64,3
12665.0,197,3,313.6,2
12666.0,266,1,1248.42,2
12668.0,132,9,10500.35,1
12669.0,23,3,2744.0299999999997,3
12670.0,72,4,1790.63,0
12671.0,478,1,2622.481,0
12672.0,202,2,437.05,2
12673.0,199,2,840.4,0
12674.0,43,2,976.8,3
12675.0,426,2,957.25,2
12676.0,62,8,2340.65,0
12677.0,428,2,395.1,2
12678.0,22,16,23459.54,1
12679.0,78,2,906.38,0
12681.0,24,38,25913.8,1
12682.0,16,38,17756.24,1
12683.0,57,16,8244.06,1
12684.0,43,4,1379.48,3
12686.0,244,1,89.14,2
12687.0,353,2,2138.91,0
12690.0,78,1,389.01,2
12691.0,18,5,690.9,3
12692.0,510,1,110.95,2
12693.0,84,6,1477.88,0
12694.0,55,2,1413.18,3
12695.0,83,4,914.27,0
12696.0,307,2,851.91,2
12697.0,4,2,733.91,3
12698.0,462,1,339.75,2
12699.0,290,1,638.11,2
12700.0,29,2,2149.05,3
12701.0,115,5,1985.78,0
12703.0,506,3,722.98,0
12704.0,42,1,329.56,3
12705.0,31,9,9056.33,1
12707.0,164,1,603.42,2
12708.0,52,14,4032.69,1
12709.0,8,29,27024.35,1
12710.0,34,2,790.36,3
12711.0,484,2,1339.05,0
12712.0,20,18,5997.83,1
12714.0,52,10,11660.03,1
12716.0,6,1,677.9,3
12717.0,24,3,1308.91,3
12720.0,1,19,5212.65,1
12721.0,55,6,3055.86,0
12722.0,23,1,302.92,3
12724.0,46,5,1566.47,0
12725.0,244,4,2266.76,0
12726.0,57,9,2872.8199999999997,1
12727.0,60,8,4499.2300000000005,1
12728.0,130,4,851.15,0
12730.0,394,1,829.25,2
12731.0,17,13,18204.05,1
12732.0,52,1,236.26000000000002,2
12733.0,106,4,2424.87,0
12734.0,225,3,639.65,0
12735.0,188,2,779.5699999999999,2
12736.0,205,1,234.0,2
12737.0,371,2,3710.5,0
12738.0,244,1,155.35,2
12739.0,258,2,1713.69,0
12741.0,402,2,406.07,2
12742.0,498,1,1201.52,2
12743.0,6,2,540.13,3
12744.0,17,9,18249.74,1
12745.0,359,3,925.41,0
12746.0,413,1,254.55,2
12747.0,37,22,7170.17,1
12748.0,1,243,33103.34,1
12749.0,3,7,5561.71,1
12750.0,1,1,275.88,3
12751.0,317,1,268.27,2
12753.0,8,5,16620.91,1
12754.0,108,3,3010.74,0
12755.0,153,11,5236.26,0
12757.0,15,7,5281.08,1
12758.0,149,6,8681.84,0
12759.0,44,7,4571.82,1
12760.0,328,1,347.8,2
12761.0,330,2,782.95,2
12763.0,11,2,494.08,3
12764.0,189,1,1693.88,0
12765.0,345,6,1404.58,0
12766.0,22,7,6881.55,1
12767.0,248,1,949.82,2
12768.0,323,1,168.69,2
12769.0,111,1,1143.6,2
12770.0,83,2,3246.45,0
12771.0,358,1,282.3,2
12773.0,436,1,124.25,2
12774.0,408,1,98.7,2
12775.0,62,6,1464.76,0
12776.0,540,1,55.5,2
12777.0,330,1,519.45,2
12778.0,56,7,1445.51,0
12779.0,62,13,5492.16,1
12780.0,471,1,337.4,2
12781.0,157,1,549.26,2
12782.0,22,10,4365.99,1
12784.0,402,1,1230.33,2
12785.0,237,3,1100.4,0
12786.0,482,1,728.5000000000001,2
12787.0,65,2,556.62,3
12788.0,336,4,444.90000000000003,0
12789.0,385,2,181.5,2
12790.0,65,2,591.85,3
12791.0,246,6,863.51,0
12792.0,129,2,827.01,0
12793.0,207,3,885.53,0
12796.0,500,1,381.0,2
12797.0,238,2,552.08,2
12798.0,43,2,3140.9300000000003,3
12799.0,401,1,219.35,2
12800.0,343,3,584.25,2
12801.0,373,1,1071.82,2
12802.0,59,7,2416.42,0
12803.0,266,1,1092.81,2
12804.0,338,2,325.37,2
12805.0,254,4,1434.95,0
12806.0,308,4,2878.96,0
12807.0,256,1,330.35,2
12808.0,57,4,574.4,3
12809.0,50,3,1755.94,3
12810.0,407,2,534.99,2
12811.0,133,5,1033.9,0
12813.0,374,3,1687.8,0
12815.0,20,2,1063.46,3
12816.0,49,1,318.65000000000003,3
12817.0,153,3,690.98,0
12818.0,134,1,1542.08,0
12819.0,331,1,540.52,2
12820.0,199,8,1917.64,0
12821.0,86,2,220.8,2
12823.0,127,16,5736.5,1
12825.0,394,2,518.63,2
12826.0,51,9,2144.65,0
12828.0,2,1,227.0,3
12829.0,209,3,385.3,2
12830.0,6,4,5204.0,3
12831.0,135,3,451.11,2
12833.0,18,1,417.38,3
12834.0,155,1,312.38,2
12835.0,300,41,5996.83,1
12836.0,10,14,6061.9,1
12837.0,45,2,662.66,3
12838.0,246,9,2694.75,0
12839.0,6,19,6431.07,1
12840.0,16,7,4041.9700000000003,1
12841.0,1,31,5681.19,1
12842.0,181,3,1109.73,0
12843.0,32,29,6573.41,1
12844.0,3,3,497.52,3
12845.0,140,4,354.09000000000003,0
12846.0,554,1,15.58,2
12847.0,260,1,765.36,2
12848.0,548,1,208.0,2
12849.0,141,5,2701.03,0
12850.0,318,1,330.0,2
12851.0,350,1,148.95,2
12852.0,167,1,311.55,2
12853.0,7,11,3907.5,1
12854.0,114,6,2465.09,0
12855.0,245,4,612.84,0
12857.0,83,6,3688.0,0
12858.0,256,1,147.27,2
12859.0,331,1,575.1,2
12860.0,566,1,54.22,2
12861.0,492,1,68.25,2
12862.0,298,2,984.62,0
12863.0,251,5,2271.35,0
12864.0,11,2,299.57,3
12865.0,251,2,1755.24,0
12866.0,156,3,1227.35,0
12867.0,38,11,6163.22,1
12868.0,58,8,2043.76,0
12869.0,554,1,337.66999999999996,2
12870.0,248,3,1676.95,0
12871.0,80,2,495.38,3
12872.0,199,12,3283.96,0
12873.0,155,3,2027.3,0
12874.0,258,2,948.42,0
12875.0,16,5,1356.9900000000002,3
12876.0,69,3,2590.2,0
12877.0,50,16,2365.2000000000003,1
12878.0,109,2,854.99,0
12880.0,254,2,640.13,2
12881.0,148,1,298.0,2
12886.0,92,1,775.0,2
12887.0,256,1,222.4,2
12888.0,86,2,354.12,2
12889.0,253,4,385.46000000000004,2
12890.0,260,1,329.3,2
12891.0,58,11,840.5,0
12892.0,269,1,263.38,2
12894.0,448,1,157.35,2
12897.0,77,4,514.25,0
12898.0,336,2,296.21,2
12899.0,286,1,366.4,2
12900.0,295,1,340.33000000000004,2
12901.0,6,18,10859.470000000001,1
12902.0,137,1,138.68,2
12903.0,301,1,833.5300000000001,2
12904.0,45,1,244.69,3
12905.0,449,2,1018.42,2
12907.0,268,2,508.91,2
12908.0,49,5,1776.0,0
12909.0,74,6,2452.89,0
12910.0,7,9,4208.38,1
12911.0,424,1,1651.72,2
12913.0,155,11,4666.0,0
12914.0,273,1,223.98,2
12915.0,21,4,975.1,3
12916.0,11,7,4479.73,1
12917.0,272,5,3765.2,0
12918.0,499,1,10953.5,0
12919.0,22,2,259.0,3
12920.0,444,3,323.86,2
12921.0,3,59,27570.7,1
12922.0,34,1,405.38,3
12923.0,263,2,597.6,2
12924.0,71,11,2190.97,0
12925.0,465,1,35.28,2
12926.0,283,4,1523.97,0
12927.0,267,1,197.31,2
12928.0,20,10,3378.33,1
12929.0,184,1,117.85,2
12930.0,44,1,221.56,3
12931.0,76,49,54212.08,1
12932.0,412,8,1698.56,0
12933.0,43,7,1386.59,0
12934.0,609,1,181.65,2
12935.0,22,11,3302.48,1
12937.0,70,7,2021.57,0
12939.0,11,16,21673.08,1
12941.0,597,1,377.49,2
12942.0,4,3,675.6,3
12943.0,431,2,496.5,2
12944.0,227,1,286.95,2
12945.0,161,2,900.11,0
12946.0,309,1,324.45,2
12947.0,16,6,1603.99,3
12948.0,87,5,1138.74,0
12949.0,3,20,14383.15,1
12951.0,46,14,2901.4300000000003,1
12953.0,395,1,498.96,2
12954.0,511,1,162.45,2
12955.0,16,5,1346.92,3
12956.0,178,4,521.89,0
12957.0,59,9,6404.72,1
12958.0,272,2,467.34,2
12959.0,356,1,150.95,2
12960.0,286,4,1322.0700000000002,0
12961.0,251,1,211.99,2
12963.0,238,5,1744.96,0
12964.0,309,1,132.24,2
12967.0,230,3,2938.52,0
12969.0,475,1,122.45,2
12970.0,195,8,1071.93,0
12971.0,6,86,11654.29,1
12972.0,286,4,1161.2,0
12973.0,286,1,385.55,2
12974.0,70,2,408.95,3
12975.0,309,6,2100.09,0
12976.0,84,8,3156.38,0
12977.0,28,4,513.88,3
12978.0,258,5,2502.82,0
12979.0,602,1,517.7,2
12980.0,30,21,16245.78,1
12981.0,6,1,187.18,3
12982.0,115,8,2744.81,0
12983.0,471,1,490.08,2
12986.0,301,10,2729.84,0
12987.0,70,4,1057.81,0
12988.0,165,1,505.82,2
12989.0,30,26,11096.78,1
12990.0,58,6,809.9,0
12991.0,262,1,261.06,2
12992.0,597,1,93.35,2
12993.0,80,6,1020.17,0
12994.0,141,1,352.6,2
12996.0,248,1,355.5,2
12997.0,109,6,1492.49,0
12998.0,365,3,920.08,0
12999.0,69,3,455.88,3
13000.0,132,3,956.1800000000001,0
13001.0,30,31,22839.25,1
13002.0,191,3,414.13,2
13003.0,24,2,89.05000000000001,3
13004.0,5,29,9451.96,1
13005.0,46,4,999.68,3
13007.0,452,1,175.25,2
13008.0,196,3,612.13,0
13009.0,545,1,234.0,2
13010.0,247,2,330.12,2
13011.0,244,1,50.550000000000004,2
13012.0,21,7,2323.3,1
13013.0,7,22,9219.62,1
13014.0,42,5,3703.58,0
13015.0,69,10,5003.18,1
13018.0,4,23,7022.35,1
13019.0,252,6,1229.95,0
13020.0,435,2,618.96,2
13021.0,39,12,3423.33,1
13022.0,302,1,65.3,2
13023.0,2,2,1095.53,3
13024.0,343,2,555.87,2
13025.0,604,1,323.39,2
13026.0,93,6,1001.44,0
13027.0,28,18,15703.2,1
13029.0,11,4,1453.0,3
13030.0,241,1,402.36,2
13031.0,280,5,3292.84,0
13032.0,265,7,1805.78,0
13033.0,230,2,220.55,2
13034.0,242,2,279.91,2
13035.0,133,2,775.32,0
13036.0,557,1,307.1,2
13037.0,10,12,3914.9500000000003,1
13038.0,56,2,591.76,3
13039.0,456,4,1010.73,0
13041.0,323,4,799.13,0
13042.0,471,3,1488.59,0
13043.0,146,1,516.42,2
13044.0,164,11,4848.05,0
13045.0,274,2,503.64,2
13046.0,139,2,517.66,2
13047.0,46,21,7425.07,1
13048.0,111,7,3153.14,0
13049.0,190,3,905.34,0
13050.0,20,29,9948.17,1
13051.0,451,2,155.8,2
13052.0,85,7,3119.33,0
13053.0,494,1,127.65,2
13055.0,86,2,1451.56,0
13056.0,424,1,209.48,2
13057.0,403,3,709.59,0
13058.0,24,1,47.550000000000004,3
13059.0,122,10,2291.77,0
13060.0,126,1,307.53000000000003,2
13062.0,64,1,346.98,2
13063.0,353,1,188.4,2
13064.0,25,4,1220.5,3
13065.0,245,5,1055.05,0
13067.0,282,2,393.05,2
13068.0,192,1,165.0,2
13069.0,23,31,8060.3,1
13070.0,65,4,751.7,0
13071.0,485,1,129.22,2
13072.0,139,1,177.15,2
13073.0,284,2,418.08,2
13074.0,383,4,1378.74,0
13075.0,2,1,919.61,3
13076.0,330,1,135.4,2
13077.0,162,10,2588.82,0
13078.0,13,44,22206.63,1
13079.0,13,2,222.88000000000002,3
13080.0,52,4,280.73,3
13081.0,16,25,47371.11,1
13082.0,30,20,7245.75,1
13083.0,298,1,91.67999999999999,2
13084.0,364,1,122.39999999999999,2
13085.0,30,8,2433.28,1
13086.0,255,1,439.33000000000004,2
13087.0,599,1,313.64,2
13088.0,290,1,236.11,2
13089.0,2,171,91486.6,1
13090.0,9,19,9092.94,1
13091.0,602,2,1976.0,0
13092.0,84,11,2102.2,0
13093.0,148,55,54144.25,1
13094.0,2,11,1827.8400000000001,1
13096.0,267,1,419.7000000000001,2
13097.0,46,25,11320.64,1
13098.0,7,15,11807.88,1
13101.0,107,4,695.4,0
13102.0,6,32,9917.710000000001,1
13103.0,310,2,465.70000000000005,2
13104.0,6,6,987.06,3
13105.0,309,1,72.0,2
13106.0,6,2,603.46,3
13107.0,48,7,4656.67,1
13108.0,245,2,748.46,2
13109.0,30,2,717.34,3
13110.0,9,10,2511.04,1
13111.0,591,1,321.88000000000005,2
13112.0,413,1,20.599999999999998,2
13113.0,35,31,15628.130000000001,1
13114.0,603,1,234.38,2
13115.0,56,7,4078.4700000000003,0
13116.0,11,1,501.14,3
13117.0,90,16,2022.12,1
13118.0,81,7,2017.3,0
13119.0,541,1,134.9,2
13120.0,111,1,30.6,2
13121.0,141,1,283.73,2
13122.0,113,1,903.6700000000001,2
13123.0,345,2,506.75,2
13124.0,125,3,3401.8,0
13125.0,396,1,148.62,2
13126.0,125,10,2752.59,0
13128.0,504,1,263.5,2
13129.0,325,2,233.25,2
13131.0,60,5,2565.37,0
13132.0,134,1,77.3,2
13133.0,146,3,200.45,2
13134.0,56,5,1567.39,0
13135.0,69,2,3371.45,0
13136.0,15,11,4893.63,1
13137.0,11,11,5121.55,1
13138.0,6,4,801.07,3
13139.0,87,3,4308.06,0
13140.0,239,3,790.71,0
13141.0,87,16,6668.36,1
13143.0,457,1,405.1,2
13144.0,205,2,135.35,2
13145.0,244,4,805.0,0
13148.0,6,24,7580.57,1
13149.0,22,2,882.9,3
13150.0,357,3,449.96999999999997,2
13151.0,168,3,2465.21,0
13152.0,290,7,2146.38,0
13154.0,271,3,1624.84,0
13155.0,199,4,967.9200000000001,0
13156.0,258,3,1586.54,0
13157.0,14,8,4819.34,1
13158.0,28,3,869.95,3
13161.0,186,2,472.13,2
13162.0,57,15,8892.64,1
13163.0,482,1,17.65,2
13164.0,442,2,372.2,2
13165.0,224,2,784.32,2
13166.0,156,2,875.93,0
13167.0,3,3,751.37,3
13168.0,72,4,1494.2,0
13169.0,125,2,632.4000000000001,2
13171.0,172,1,140.35,2
13172.0,273,1,69.6,2
13173.0,240,10,2212.11,0
13174.0,189,11,7286.6,0
13175.0,455,2,831.45,2
13177.0,303,1,229.75,2
13178.0,6,18,12725.45,1
13179.0,491,1,572.3100000000001,2
13180.0,480,1,86.10000000000001,2
13181.0,254,1,359.69,2
13183.0,8,11,5261.42,1
13184.0,3,9,1472.1,1
13185.0,140,1,71.4,2
13186.0,1,1,988.34,3
13187.0,209,4,341.36,2
13190.0,416,3,570.66,2
13191.0,530,1,164.69,2
13192.0,78,5,2110.96,0
13194.0,8,2,472.78,3
13195.0,287,1,136.73,2
13196.0,135,4,1783.19,0
13197.0,482,1,373.01000000000005,2
13198.0,29,6,4092.31,1
13199.0,15,48,10498.85,1
13201.0,375,4,1233.06,0
13202.0,266,7,1580.3,0
13203.0,115,7,1944.5,0
13204.0,604,1,966.6600000000001,2
13205.0,315,1,2803.2,0
13206.0,272,13,8308.19,0
13207.0,23,3,483.12000000000006,3
13208.0,28,7,1587.47,3
13209.0,1,10,6773.9800000000005,1
13211.0,233,8,1634.05,0
13213.0,1,10,3294.82,1
13214.0,290,7,3264.23,0
13215.0,274,1,81.6,2
13216.0,140,1,333.74,2
13217.0,4,3,614.46,3
13219.0,491,1,76.23,2
13220.0,58,4,1243.29,0
13221.0,112,2,847.41,0
13222.0,450,1,88.5,2
13223.0,73,6,969.12,0
13224.0,24,1,1212.26,3
13225.0,15,14,14095.79,1
13226.0,146,2,312.46,2
13227.0,74,1,257.7,2
13229.0,98,1,160.95,2
13230.0,10,28,5559.61,1
13232.0,53,4,861.45,3
13233.0,209,3,875.58,0
13234.0,545,2,346.5,2
13235.0,84,1,1031.07,2
13237.0,260,1,643.0,2
13238.0,36,4,624.75,3
13239.0,134,5,1594.69,0
13240.0,46,7,1365.75,0
13241.0,284,1,112.53,2
13242.0,86,6,533.0,0
13243.0,76,5,1220.38,0
13245.0,305,1,558.72,2
13246.0,49,10,3228.74,1
13248.0,62,1,387.47,2
13249.0,134,7,1189.36,0
13250.0,333,2,253.09,2
13251.0,275,1,252.68,2
13252.0,266,2,399.3,2
13253.0,29,4,2951.11,3
13254.0,249,1,51.41,2
13255.0,246,2,504.95,2
13257.0,309,1,149.75,2
13258.0,78,3,535.47,3
13259.0,270,8,1119.36,0
13261.0,141,2,944.1,0
13262.0,136,3,573.45,0
13263.0,22,24,5511.96,1
13264.0,315,1,722.5600000000001,2
13265.0,56,3,1450.66,0
13266.0,31,14,4502.43,1
13267.0,31,30,7395.91,1
13268.0,42,6,2117.81,0
13269.0,23,20,5856.86,1
13270.0,239,1,590.0,2
13274.0,282,1,360.85,2
13275.0,256,2,238.86,2
13276.0,270,3,1300.98,0
13277.0,6,4,340.8,3
13278.0,272,3,893.12,0
13280.0,188,6,2177.83,0
13281.0,311,1,350.85,2
13282.0,35,3,954.15,3
13283.0,58,3,305.2,3
13284.0,203,1,201.19,2
13285.0,34,5,2625.57,3
13286.0,473,1,734.91,2
13287.0,476,3,781.59,0
13288.0,315,5,927.61,0
13289.0,596,1,307.95,2
13290.0,310,1,208.63,2
13291.0,28,11,3270.79,1
13292.0,157,4,665.14,0
13293.0,265,6,1192.94,0
13294.0,62,3,1689.53,0
13295.0,232,4,1101.97,0
13296.0,10,6,792.51,3
13297.0,258,3,2278.77,0
13299.0,141,3,1218.7,0
13300.0,42,3,1285.51,3
13301.0,31,3,480.9,3
13302.0,27,2,159.2,3
13303.0,273,1,61.72,2
13304.0,224,4,1217.99,0
13305.0,18,11,2506.75,1
13306.0,303,1,53.65,2
13307.0,360,2,258.34,2
13308.0,76,2,1099.81,0
13309.0,79,3,796.22,0
13310.0,79,4,1226.82,0
13311.0,23,1,490.11,3
13312.0,324,1,124.75,2
13313.0,13,10,2808.34,1
13315.0,562,1,310.26000000000005,2
13316.0,4,8,10743.07,1
13317.0,71,18,5526.391,1
13319.0,7,49,17028.54,1
13320.0,86,4,1188.01,0
13324.0,76,15,7190.51,1
13326.0,304,1,281.76,2
13327.0,17,18,7863.16,1
13328.0,189,1,1308.48,2
13329.0,239,7,4323.97,0
13330.0,58,5,2383.39,0
13331.0,274,1,262.4,2
13333.0,284,3,1015.74,0
13334.0,63,4,5408.07,0
13337.0,419,1,1575.26,2
13338.0,30,4,2445.62,3
13339.0,73,1,860.12,3
13340.0,7,9,19636.38,1
13341.0,133,1,775.85,2
13343.0,50,1,353.43,3
13344.0,150,1,1656.15,0
13345.0,160,1,389.5,2
13346.0,335,6,299.4,0
13357.0,130,5,3805.51,0
13358.0,141,1,439.03000000000003,2
13359.0,276,1,603.75,2
13360.0,304,4,1553.65,0
13361.0,345,2,1450.5,0
13362.0,118,5,3884.86,0
13363.0,282,1,731.36,2
13365.0,90,1,700.6,2
13367.0,304,1,510.2,2
13368.0,129,4,1121.5,0
13369.0,238,1,308.28000000000003,2
13370.0,244,1,754.87,2
13371.0,377,2,2297.66,0
13373.0,31,5,6330.52,1
13374.0,287,2,422.8,2
13375.0,317,1,1013.58,2
13376.0,76,2,770.0,3
13377.0,269,2,1552.88,0
13379.0,9,1,136.29,3
13380.0,305,1,62.4,2
13381.0,20,9,6366.15,1
13382.0,153,5,1387.58,0
13383.0,416,1,305.28000000000003,2
13384.0,1,6,4284.74,1
13385.0,202,1,534.57,2
13386.0,287,2,835.46,2
13387.0,290,1,186.94,2
13388.0,4,3,1185.65,3
13389.0,105,1,257.89,2
13391.0,76,1,59.8,2
13392.0,550,1,91.14,2
13393.0,456,4,1131.45,0
13394.0,24,15,5338.27,1
13395.0,58,3,1180.23,3
13396.0,192,1,387.27000000000004,2
13397.0,56,8,2628.21,0
